gene_id	TCGA-BH-A0AY-01A-21R-A00Z-07	gene_id	TCGA-BH-A0AY-11A-23R-A089-07
VCP	9010.8648	VCP	6558.2609
VDAC1	7312.0382	VDAC1	2701.3043
VDAC2	1453.7158	VDAC2	1438.6957
VDAC3	3862.6684	VDAC3	1495.6522
VDR	1376.3581	VDR	519.5652
VEGFA	1394.611	VEGFA	1025.6522
VEGFB	2035.2021	VEGFB	2526.5217
VEGFC	348.1095	VEGFC	439.1304
VENTX	13.907	VENTX	21.7391
VEPH1	53.0204	VEPH1	68.6957
VEZF1	875.7062	VEZF1	2085.6522
VEZT	1468.0574	VEZT	1210.8696
VGLL1	11.2994	VGLL1	83.4783
VGLL3	598.8701	VGLL3	891.3043
VGLL4	1961.7818	VGLL4	2148.2174
VHL	1161.6688	VHL	610.4348
VILL	42.1556	VILL	232.6087
VIM	40491.7514	VIM	60082.3304
VIPAR	602.3468	VIPAR	531.7391
VIPR1	59.9739	VIPR1	627.8261
VIPR2	21.6428	VIPR2	108.8435
removed	removed	VIP	6.9565
VIT	20.4259	VIT	258.2609
VKORC1L1	1540.6345	VKORC1L1	3161.3043
VKORC1	2428.5093	VKORC1	1246.8174
VLDLR	378.0965	VLDLR	1575.6522
VMA21	969.5784	VMA21	1069.1304
VMAC	139.5046	VMAC	95.6522
VMO1	12.1686	VMO1	5.2174
VNN1	25.2064	VNN1	17.8261
VNN2	21.2951	VNN2	9.5652
VOPP1	1731.8557	VOPP1	1033.0435
VPRBP	723.7462	VPRBP	953.1783
VPS11	1048.2399	VPS11	1428.6957
VPS13A	269.4481	VPS13A	782.6087
VPS13B	1299.8696	VPS13B	1029.5652
VPS13C	976.9665	VPS13C	2007.3913
VPS13D	2250.7605	VPS13D	2388.2609
VPS16	797.914	VPS16	645.2174
removed	removed	VPS18	576.087
VPS24	3285.9713	VPS24	3704.3783
VPS25	1034.3329	VPS25	765.2174
VPS26A	1943.0682	VPS26A	1480.8696
VPS26B	1764.0156	VPS26B	1175.6522
VPS28	4311.1691	VPS28	1467.8261
VPS29	1287.2664	VPS29	1001.3043
VPS33A	440.5563	VPS33A	467.5
VPS33B	214.2547	VPS33B	283.4783
VPS35	2647.9791	VPS35	2632.1739
VPS36	917.4272	VPS36	1448.6957
VPS37A	479.0395	VPS37A	801.7609
VPS37B	1092.1339	VPS37B	836.5217
VPS37C	1158.1921	VPS37C	620.8696
VPS37D	142.5467	VPS37D	43.913
VPS39	1255.1065	VPS39	2161.7391
VPS41	1161.2342	VPS41	1119.5652
VPS45	1066.9274	VPS45	777.8261
VPS4A	1405.0413	VPS4A	1664.3478
VPS4B	1264.6675	VPS4B	1853.913
VPS52	1842.2425	VPS52	1250.4348
VPS53	692.7423	VPS53	912.1739
VPS54	382.4424	VPS54	844.3478
VPS72	1385.05	VPS72	697.3913
VPS8	571.4907	VPS8	769.1304
VRK1	275.0978	VRK1	263.913
VRK2	486.7014	VRK2	396.4
VRK3	432.8553	VRK3	535.2174
VSIG10L	64.3199	VSIG10L	76.087
VSIG10	242.0687	VSIG10	541.3043
VSIG2	6.0843	VSIG2	200.8696
VSIG4	417.6445	VSIG4	393.0435
VSNL1	26.9448	VSNL1	159.5652
VSTM2A	44.3372	removed	removed
VSTM2L	208.1704	VSTM2L	5.2174
VTA1	1282.4859	VTA1	1016.5217
VTCN1	9412.4294	VTCN1	5670
VTI1A	435.8974	VTI1A	385.2174
VTI1B	1133.229	VTI1B	1456.4087
VTN	7.8227	removed	removed
VWA1	3536.2886	VWA1	1099.5652
VWA2	630.5954	VWA2	447.8261
VWA5A	1393.7419	VWA5A	1230
VWA5B2	7.3881	removed	removed
VWCE	5.2151	VWCE	33.913
removed	removed	VWDE	51.3043
VWF	8890.917	VWF	20761.3043
WAC	3294.6545	WAC	3405.2174
WAPAL	1836.5928	WAPAL	1713.4783
WARS2	261.1908	WARS2	295.2174
WARS	2587.5706	WARS	2960.4348
WASF1	373.3159	WASF1	216.5217
WASF2	4027.814	WASF2	5185.6522
WASF3	106.0409	WASF3	815.6522
WASH2P	167.3186	WASH2P	327.8261
WASH3P	194.2634	WASH3P	182.6087
WASH5P	109.083	WASH5P	135.6522
WASH7P	514.9935	WASH7P	884.7826
WASL	1043.0248	WASL	1968.2609
WAS	174.2721	WAS	63.0435
WBP11P1	10.8648	WBP11P1	15.2174
WBP11	1765.3194	WBP11	1747.3913
WBP1	1764.4024	WBP1	1144.687
WBP2NL	5.2151	WBP2NL	17.3913
WBP2	2149.9348	WBP2	2563.913
WBP4	213.3855	WBP4	440.4348
WBP5	1209.9087	WBP5	1091.3043
WBSCR16	1550.6302	WBSCR16	820.8696
WBSCR17	41.2864	WBSCR17	73.913
WBSCR22	2203.4072	WBSCR22	876.5261
WBSCR26	36.5059	WBSCR26	7.8261
WBSCR27	19.1221	WBSCR27	15.2174
WBSCR28	6.5189	removed	removed
WDFY1	1215.5585	WDFY1	1418.6957
WDFY2	173.8375	WDFY2	228.2609
WDFY3	1175.1412	WDFY3	1576.5217
WDFY4	129.0743	WDFY4	62.1739
WDHD1	159.9305	WDHD1	115.2174
WDR11	726.6406	WDR11	1229.1304
WDR12	455.0196	WDR12	308.2609
WDR13	1086.9187	WDR13	1123.4783
removed	removed	WDR17	63.913
WDR18	378.0965	WDR18	247.8261
WDR19	287.701	WDR19	741.3043
WDR1	6974.359	WDR1	4773.913
WDR20	494.5676	WDR20	619.1304
WDR24	745.7627	WDR24	187.3913
WDR25	218.6006	WDR25	208.2609
WDR26	3880.0522	WDR26	3052.6087
WDR27	41.721	WDR27	141.7391
WDR31	63.8853	WDR31	76.9565
WDR33	1049.1091	WDR33	1396.5217
WDR34	2143.4159	WDR34	565.2174
WDR35	333.7679	WDR35	720.4348
WDR36	430.6823	WDR36	920.8696
WDR37	326.3798	WDR37	486.5217
WDR3	793.1334	WDR3	910.8696
WDR41	674.4894	WDR41	670.8696
WDR43	749.6741	WDR43	993.0435
WDR44	325.0761	WDR44	459.5652
WDR45L	8274.6632	WDR45L	2050
WDR45	735.3325	WDR45	951.3043
WDR46	1033.4637	WDR46	740
WDR47	355.4976	WDR47	548.6957
WDR48	743.1551	WDR48	1415.6522
WDR4	164.2764	WDR4	76.087
WDR52	73.8809	WDR52	264.7826
WDR53	123.4246	WDR53	144.3478
WDR54	171.2299	WDR54	123.913
WDR55	534.0635	WDR55	355.4957
WDR59	211.6471	WDR59	820
WDR5B	181.6601	WDR5B	252.1739
WDR5	1258.1486	WDR5	660.4348
WDR60	199.4785	WDR60	416.9565
WDR61	869.6219	WDR61	1025.6522
WDR62	92.1339	WDR62	14.7826
removed	removed	WDR63	5.6522
removed	removed	WDR65	9.5652
WDR66	82.5728	WDR66	36.087
WDR67	136.0278	WDR67	103.0435
WDR6	2518.7397	WDR6	2967.0957
WDR70	375.0543	WDR70	550
removed	removed	WDR72	50
WDR73	190.591	WDR73	313.7652
WDR74	638.4181	WDR74	461.7391
WDR75	805.302	WDR75	766.087
WDR76	262.4946	WDR76	109.5652
WDR77	532.3772	WDR77	495.3
WDR78	128.2051	WDR78	120.4348
WDR7	441.5472	WDR7	751.3043
WDR81	700.565	WDR81	844.7826
WDR82	3185.5715	WDR82	3717.8261
WDR83	152.7771	WDR83	143.913
WDR85	279.4437	WDR85	244.7826
WDR86	29.1178	WDR86	142.3913
removed	removed	WDR88	7.3913
WDR89	293.7853	WDR89	386.9565
WDR8	379.4003	WDR8	302.1739
WDR90	728.379	WDR90	209.5652
WDR91	281.6167	WDR91	443.0435
WDR92	226.4233	WDR92	220.8696
WDR93	13.4724	WDR93	43.4783
WDSUB1	192.0904	WDSUB1	274.7826
WDTC1	1660.5824	WDTC1	2222.6087
removed	removed	WDYHV1	170.4348
WEE1	344.6328	WEE1	2411.3043
WFDC1	39.548	WFDC1	43.0435
WFDC2	212.5163	WFDC2	763.0435
WFIKKN1	15.2108	removed	removed
WFS1	2843.1117	WFS1	2019.1304
WHAMML1	24.3372	WHAMML1	119.5652
WHAMML2	7.3881	WHAMML2	93.913
WHAMM	198.6093	WHAMM	487.8261
WHSC1L1	2152.1078	WHSC1L1	1314.7826
WHSC1	1577.1404	WHSC1	1025.2174
WHSC2	698.8266	WHSC2	513.4783
WIBG	605.389	WIBG	470.8696
WIF1	5.2151	WIF1	193.0435
WIPF1	1731.4211	WIPF1	1556.5217
WIPF2	889.1786	WIPF2	1262.6087
WIPF3	13.907	WIPF3	24.7826
WIPI1	448.5007	WIPI1	510.8696
WIPI2	1657.9748	WIPI2	1494.7826
WISP1	377.6619	WISP1	18.6957
WISP2	3148.1964	WISP2	1773.4783
WISP3	17.8183	WISP3	105.2174
WIT1	39.1134	removed	removed
WIZ	2235.9844	WIZ	843.913
removed	removed	WLS	2393.0304
WNK1	5138.6354	WNK1	5583.4783
WNK2	68.2312	WNK2	825.1826
removed	removed	WNK3	13.0435
WNK4	360.2781	WNK4	132.4391
WNT10A	15.6454	WNT10A	48.6957
WNT10B	10.8648	WNT10B	28.2609
WNT11	75.1847	WNT11	344.7826
WNT16	10.4302	removed	removed
removed	removed	WNT2B	26.9565
WNT2	198.1747	WNT2	105.2174
removed	removed	WNT3A	6.087
removed	removed	WNT3	21.3043
WNT4	180.3564	WNT4	91.3043
WNT5A	342.8944	WNT5A	525.6522
WNT5B	31.7253	WNT5B	165.6522
removed	removed	WNT6	47.8261
WNT7B	196.0017	WNT7B	106.5217
WNT9A	31.2907	WNT9A	23.913
WRAP53	150.804	WRAP53	146.9565
WRB	495.4368	WRB	594.7826
WRNIP1	1205.9974	WRNIP1	881.3043
WRN	137.7662	WRN	420
WSB1	494.133	WSB1	1813.0435
WSB2	1597.1317	WSB2	1028.6957
WSCD1	66.4928	WSCD1	172.1739
WSCD2	241.6341	WSCD2	116.9565
WT1	170.7953	removed	removed
WTAP	1626.6841	WTAP	1967.3913
WTIP	188.1791	WTIP	281.7391
WWC1	966.5363	WWC1	817.8261
WWC2	706.2147	WWC2	899.1304
WWC3	1587.136	WWC3	1302.6087
WWOX	570.1869	WWOX	337.8261
WWP1	3345.9365	WWP1	2625.2174
WWP2	1142.9813	WWP2	1592.1739
WWTR1	480.3998	WWTR1	709.2348
XAB2	662.7553	XAB2	1033.0435
XAF1	514.9935	XAF1	902.6087
XBP1	38411.9948	XBP1	23706.087
removed	removed	XCL1	17.8261
XCL2	12.1686	XCL2	14.3478
XDH	17.3837	XDH	190.4348
XG	365.9279	XG	300
XIAP	1624.9457	XIAP	1579.1304
XIRP1	23.9027	removed	removed
XIST	4023.1769	XIST	9522.213
XKR5	7.8227	XKR5	6.087
XKR8	136.4624	XKR8	156.087
XKR9	54.7588	XKR9	35.6522
removed	removed	XKRX	23.4783
XK	6.9535	XK	46.5217
XPA	241.1995	XPA	354.7826
XPC	811.3864	XPC	1670.4348
XPNPEP1	1142.5467	XPNPEP1	877.3913
XPNPEP2	80.3998	XPNPEP2	114.3478
XPNPEP3	190.4129	XPNPEP3	239.3739
XPO1	2315.515	XPO1	3326.087
XPO4	293.3507	XPO4	692.1739
XPO5	1479.3568	XPO5	769.1304
XPO6	2559.7566	XPO6	1283.913
XPO7	1071.708	XPO7	1888.6957
XPOT	1770.5346	XPOT	1373.913
XPR1	1131.2473	XPR1	917.3913
XRCC1	714.9066	XRCC1	708.2609
XRCC2	31.7253	XRCC2	11.3043
XRCC3	165.5802	XRCC3	156.9565
XRCC4	61.2777	XRCC4	87.3913
XRCC5	8770.9691	XRCC5	6926.9565
XRCC6BP1	63.8853	XRCC6BP1	126.9565
XRCC6	5139.9392	XRCC6	6413.0435
XRN1	456.7579	XRN1	1057.8261
XRN2	1791.395	XRN2	2066.9565
XRRA1	414.0895	XRRA1	342.1087
XYLB	141.2429	XYLB	90.8696
XYLT1	865.276	XYLT1	613.0435
XYLT2	445.0239	XYLT2	717.8261
YAF2	184.7023	YAF2	370
YAP1	2100.3911	YAP1	4953.913
YARS2	285.528	YARS2	354.7826
YARS	1830.0739	YARS	1212.1739
YBX1	8231.6384	YBX1	5987.3913
YBX2	182.0947	YBX2	48.6957
YDJC	322.9031	YDJC	105.2174
YEATS2	616.2495	YEATS2	927.6217
YEATS4	192.9596	YEATS4	251.7391
YES1	1007.3881	YES1	1629.1304
YIF1A	1388.9613	YIF1A	558.2609
YIF1B	641.6297	YIF1B	284.5913
YIPF1	1126.9013	YIPF1	851.7391
YIPF2	910.0391	YIPF2	603.0435
YIPF3	3128.6397	YIPF3	1968.2609
YIPF4	430.6823	YIPF4	692.1739
YIPF5	918.731	YIPF5	1137.3913
YIPF6	495.0022	YIPF6	336.9565
YJEFN3	33.2377	YJEFN3	6.1174
YKT6	3015.6454	YKT6	1583.913
YLPM1	1461.9731	YLPM1	1996.5217
YME1L1	4009.1265	YME1L1	3377.3913
YOD1	170.7953	YOD1	154.7826
YPEL1	201.269	YPEL1	288.1739
YPEL2	393.7419	YPEL2	761.7391
YPEL3	730.9865	YPEL3	816.087
YPEL4	6.5189	YPEL4	55.6522
YPEL5	1674.4894	YPEL5	2428.6957
YRDC	258.7571	YRDC	299.5174
YTHDC1	1374.1851	YTHDC1	2203.0435
YTHDC2	561.0604	YTHDC2	849.5652
YTHDF1	1546.2842	YTHDF1	1065.6522
YTHDF2	2069.535	YTHDF2	2046.087
YTHDF3	3139.07	YTHDF3	1802.1739
YWHAB	9942.199	YWHAB	6408.6957
YWHAE	10215.1239	YWHAE	10608.2609
YWHAG	6824.8588	YWHAG	6045.6522
YWHAH	3532.3772	YWHAH	2901.7391
YWHAQ	6604.9544	YWHAQ	6587.3913
YWHAZ	38870.9257	YWHAZ	13444.3478
YY1AP1	2157.7575	YY1AP1	1810.8696
YY1	1149.5002	YY1	1212.1739
YY2	43.4594	YY2	19.5652
ZADH2	535.854	ZADH2	1404.3478
ZAK	937.4185	ZAK	3808.9217
ZAN	5.6497	removed	removed
ZAP70	44.3286	ZAP70	42.1739
ZBED1	1450.239	ZBED1	1548.2609
ZBED2	10.4302	ZBED2	7.3913
ZBED3	34.7675	ZBED3	64.7826
ZBED4	577.575	ZBED4	427.3913
ZBED5	458.0617	ZBED5	953.4783
ZBP1	26.5102	ZBP1	18.2609
ZBTB10	501.5211	ZBTB10	519.1304
ZBTB11	524.6675	ZBTB11	811.4565
ZBTB12	182.0947	ZBTB12	85.2174
ZBTB16	9.5611	ZBTB16	153.913
ZBTB17	448.9352	ZBTB17	372.6087
ZBTB1	567.5793	ZBTB1	926.2435
ZBTB20	5.2151	ZBTB20	16.9565
ZBTB22	505.4324	ZBTB22	783.913
ZBTB24	430	ZBTB24	433.913
ZBTB25	87.8575	ZBTB25	94.913
ZBTB26	44.7631	ZBTB26	111.3043
ZBTB2	522.8162	ZBTB2	511.7391
ZBTB32	5.2151	removed	removed
ZBTB33	812.2555	ZBTB33	996.5217
ZBTB34	222.0774	ZBTB34	298.6957
ZBTB37	51.2821	ZBTB37	27.3913
ZBTB38	1069.1004	ZBTB38	2867.8261
ZBTB39	157.3229	ZBTB39	173.913
ZBTB3	126.9013	ZBTB3	65.6522
ZBTB40	972.6206	ZBTB40	880.4348
ZBTB41	601.043	ZBTB41	718.2609
ZBTB42	1042.5902	ZBTB42	335.6522
ZBTB43	390.2651	ZBTB43	426.9565
ZBTB44	926.1191	ZBTB44	1847.3913
ZBTB45	352.4555	ZBTB45	220.4348
ZBTB46	272.9248	ZBTB46	236.087
ZBTB47	492.3946	ZBTB47	670
ZBTB48	275.5324	ZBTB48	290.8696
ZBTB49	50.4129	ZBTB49	178.2609
ZBTB4	2527.1621	ZBTB4	4446.5217
ZBTB5	538.4615	ZBTB5	430.8696
ZBTB6	256.4103	ZBTB6	304.7826
ZBTB7A	917.8618	ZBTB7A	733.0435
ZBTB7B	2387.2229	ZBTB7B	1244.7826
ZBTB7C	441.1126	ZBTB7C	432.6087
ZBTB8A	325.5106	ZBTB8A	315.4391
ZBTB8OS	162.1034	ZBTB8OS	160
ZBTB9	379.8349	ZBTB9	247.8261
ZC3H10	153.4116	ZC3H10	211.3043
ZC3H11A	3233.3768	ZC3H11A	3937.3913
ZC3H12A	194.2634	ZC3H12A	261.7391
ZC3H12B	32.1599	ZC3H12B	73.913
ZC3H12C	70.4042	ZC3H12C	300.8696
ZC3H12D	26.0756	removed	removed
ZC3H13	1157.3229	ZC3H13	2416.5217
ZC3H14	887.8748	ZC3H14	1287.3913
ZC3H15	1355.9322	ZC3H15	1281.7391
ZC3H18	617.5576	ZC3H18	710
ZC3H3	1092.1339	ZC3H3	238.6957
ZC3H4	877.01	ZC3H4	896.9565
ZC3H6	299.0004	ZC3H6	601.3043
ZC3H7A	970.4476	ZC3H7A	1398.6957
ZC3H7B	1873.0987	ZC3H7B	2950.8696
ZC3H8	129.0743	ZC3H8	100.4348
ZC3HAV1L	48.6745	ZC3HAV1L	22.6087
ZC3HAV1	1392.0035	ZC3HAV1	1112.1739
ZC3HC1	217.7314	ZC3HC1	341.7391
ZC4H2	117.7749	ZC4H2	193.913
ZCCHC10	256.8449	ZCCHC10	315.6522
ZCCHC11	183.3985	ZCCHC11	713.0435
removed	removed	ZCCHC12	19.5652
ZCCHC14	962.1904	ZCCHC14	1077.8261
ZCCHC17	631.03	ZCCHC17	716.5217
ZCCHC18	6.9535	ZCCHC18	9.1304
ZCCHC24	982.1817	ZCCHC24	2125.6522
ZCCHC2	500.6519	ZCCHC2	398.7217
ZCCHC3	475.4455	ZCCHC3	464.7826
ZCCHC4	127.3359	ZCCHC4	212.6087
ZCCHC5	7.3881	ZCCHC5	8.2609
ZCCHC6	679.7045	ZCCHC6	1143.4783
ZCCHC7	381.5732	ZCCHC7	500
ZCCHC8	363.3203	ZCCHC8	533.913
ZCCHC9	200.7823	ZCCHC9	305.2174
ZCRB1	1023.4681	ZCRB1	836.9565
ZCWPW1	52.1512	ZCWPW1	121.3043
ZCWPW2	8.6919	ZCWPW2	43.913
ZDBF2	52.1512	ZDBF2	328.6957
ZDHHC11	61.7123	ZDHHC11	61.3043
ZDHHC12	770.9691	ZDHHC12	262.6087
ZDHHC13	107.3446	ZDHHC13	269.1304
ZDHHC14	204.259	ZDHHC14	128.6957
ZDHHC15	22.1643	ZDHHC15	159.1304
ZDHHC16	953.9331	ZDHHC16	477.3913
ZDHHC17	313.7766	ZDHHC17	998.6957
ZDHHC18	667.9704	ZDHHC18	574.3478
ZDHHC1	128.6397	ZDHHC1	263.0435
ZDHHC20	135.5932	ZDHHC20	173.0435
ZDHHC21	131.6819	ZDHHC21	152.1739
ZDHHC23	93.4376	ZDHHC23	105.2174
ZDHHC24	322.0339	ZDHHC24	152.1739
ZDHHC2	141.6775	ZDHHC2	690.4348
ZDHHC3	1936.1147	ZDHHC3	1625.6522
ZDHHC4	873.5332	ZDHHC4	852.6087
ZDHHC5	2706.6493	ZDHHC5	2273.4783
ZDHHC6	745.3281	ZDHHC6	655.6522
ZDHHC7	1230.3346	ZDHHC7	1406.087
ZDHHC8P1	10.8648	ZDHHC8P1	58.2609
ZDHHC8	425.9018	ZDHHC8	437.8261
ZDHHC9	2070.4042	ZDHHC9	869.5652
ZEB1	1065.3151	ZEB1	1690.4348
ZEB2	823.555	ZEB2	1807.8261
ZER1	1412.4294	ZER1	1681.3043
ZFAND1	1006.0843	ZFAND1	774.3478
ZFAND2A	292.9161	ZFAND2A	186.5217
ZFAND2B	365.4933	ZFAND2B	417.8261
ZFAND3	2285.528	ZFAND3	1622.6087
ZFAND5	2767.4924	ZFAND5	4480
ZFAND6	1074.7501	ZFAND6	1468.6957
ZFAT	308.1617	ZFAT	296.5217
ZFC3H1	335.5063	ZFC3H1	711.7391
ZFHX3	998.6571	ZFHX3	713.3304
ZFHX4	397.6532	ZFHX4	690.4348
ZFP106	610.1695	ZFP106	2123.4783
ZFP112	66.4928	ZFP112	150.4348
ZFP14	148.1964	ZFP14	269.1304
ZFP161	310.7345	ZFP161	401.7391
ZFP1	162.9726	ZFP1	258.2609
ZFP28	97.7836	ZFP28	260.4348
ZFP2	55.1934	ZFP2	87.3913
ZFP30	127.7705	ZFP30	186.087
ZFP36L1	9612.3425	ZFP36L1	11260.4348
ZFP36L2	6427.2056	ZFP36L2	10326.9565
ZFP36	6527.5967	ZFP36	10156.9565
ZFP37	27.3794	ZFP37	101.7391
ZFP3	172.9683	ZFP3	271.3043
ZFP41	545.402	ZFP41	204.2826
ZFP62	556.2799	ZFP62	549.5652
ZFP64	420.2521	ZFP64	282.6087
ZFP82	62.1469	ZFP82	116.9565
ZFP90	542.3729	ZFP90	802.1739
ZFP91	2382.4424	ZFP91	2304.3478
ZFPL1	635.3759	ZFPL1	388.2609
ZFPM1	98.2182	ZFPM1	36.9565
ZFPM2	188.1791	ZFPM2	401.7391
ZFR	1458.9309	ZFR	2397.8261
ZFX	689.2655	ZFX	1146.9565
ZFYVE16	790.9605	ZFYVE16	1036.9565
ZFYVE19	754.02	ZFYVE19	380
ZFYVE1	637.5489	ZFYVE1	776.9565
ZFYVE20	612.3425	ZFYVE20	1100
ZFYVE21	1152.1078	ZFYVE21	1320.8696
ZFYVE26	693.1769	ZFYVE26	833.0435
ZFYVE27	345.0674	ZFYVE27	550.8696
ZFYVE28	122.99	ZFYVE28	177.8261
ZFYVE9	552.3685	ZFYVE9	1013.0435
ZG16B	1103.4333	ZG16B	557.3913
removed	removed	ZGLP1	18
ZGPAT	401.7862	ZGPAT	427.0957
ZHX1	1797.914	ZHX1	1446.5217
ZHX2	1299.0004	ZHX2	1188.6957
ZHX3	827.4663	ZHX3	1009.1304
removed	removed	ZIC1	15.2174
removed	removed	ZIC2	16.087
removed	removed	ZIC4	13.913
ZIK1	43.0248	ZIK1	102.6087
removed	removed	ZIM2	11.3739
ZKSCAN1	1172.9683	ZKSCAN1	1184.7826
ZKSCAN2	202.5206	ZKSCAN2	202.1739
ZKSCAN3	60.8431	ZKSCAN3	96.5217
ZKSCAN4	94.7414	ZKSCAN4	126.9565
ZKSCAN5	315.515	ZKSCAN5	406.5217
ZMAT1	291.6123	ZMAT1	578.2609
ZMAT2	1691.8731	ZMAT2	1859.1304
ZMAT3	111.6906	ZMAT3	145.2174
ZMAT4	73.0117	ZMAT4	5.6522
ZMAT5	294.2677	ZMAT5	221.2391
ZMIZ1	7540.6345	ZMIZ1	3600.8696
ZMIZ2	3092.1339	ZMIZ2	1339.5652
ZMPSTE24	1728.8136	ZMPSTE24	1739.1304
ZMYM1	137.7662	ZMYM1	325.2174
ZMYM2	860.0608	ZMYM2	1480.4348
ZMYM3	1143.4159	ZMYM3	943.913
ZMYM4	1772.7075	ZMYM4	1743.0435
ZMYM5	111.6906	ZMYM5	447.8261
ZMYM6	362.525	ZMYM6	510.8696
ZMYND10	195.1326	ZMYND10	93.0435
ZMYND11	3046.9361	ZMYND11	3137.8261
ZMYND12	63.8853	ZMYND12	66.5217
ZMYND15	47.3707	ZMYND15	78.6957
ZMYND17	53.8896	ZMYND17	103.913
ZMYND19	384.6154	ZMYND19	222.6087
ZMYND8	1045.6323	ZMYND8	1012.6087
ZNF100	109.5176	ZNF100	184.7826
ZNF101	147.3272	ZNF101	155.2174
ZNF107	188.6136	ZNF107	513.0435
ZNF10	126.9013	ZNF10	320.8696
ZNF114	46.0669	ZNF114	17.8261
ZNF117	1454.5632	ZNF117	1341.1043
ZNF121	73.4463	ZNF121	54.7826
ZNF124	56.9318	ZNF124	46.9565
ZNF12	794.4372	ZNF12	836.9565
ZNF131	430.2477	ZNF131	588.6957
ZNF132	47.3707	ZNF132	105.2174
ZNF133	172.5337	ZNF133	405.6522
ZNF134	257.5272	ZNF134	410.5348
ZNF135	56.4972	ZNF135	230.4348
ZNF136	153.8462	ZNF136	402.1739
ZNF137	24.3372	ZNF137	91.7391
ZNF138	184.2677	ZNF138	232.1739
ZNF140	355.063	ZNF140	561.7391
ZNF141	53.455	ZNF141	80
removed	removed	ZNF142	591.6217
ZNF143	289.0048	ZNF143	418.2609
ZNF146	2704.9109	ZNF146	2317.8261
ZNF148	971.7514	ZNF148	1409.3522
ZNF14	192.525	ZNF14	323.913
ZNF154	22.5989	ZNF154	116.087
ZNF155	89.0917	ZNF155	241.3043
ZNF160	376.7927	ZNF160	830.8696
ZNF165	53.2899	ZNF165	85.6348
ZNF167	32.5945	ZNF167	103.4783
ZNF169	56.9318	ZNF169	85.2174
ZNF16	282.9205	ZNF16	303.913
ZNF174	376.7927	ZNF174	260.4348
ZNF175	60.4085	ZNF175	253.4783
ZNF177	17.8183	ZNF177	77.3522
ZNF17	115.6019	ZNF17	226.5217
ZNF180	100.8257	ZNF180	281.7391
ZNF181	118.2095	ZNF181	244.3478
ZNF182	139.5046	ZNF182	258.6522
ZNF184	282.0513	ZNF184	243.4783
ZNF185	431.9861	ZNF185	1228.2609
ZNF187	237.7227	ZNF187	477.3913
ZNF189	640.1565	ZNF189	741.3043
ZNF18	127.7705	ZNF18	205.6522
ZNF192	249.8914	ZNF192	508.2609
ZNF193	159.9305	ZNF193	182.1739
ZNF195	205.1282	ZNF195	362.1739
ZNF197	338.5485	ZNF197	584.7826
ZNF19	36.9405	ZNF19	115.6522
ZNF200	172.5337	ZNF200	226.9565
ZNF202	257.714	ZNF202	379.5652
ZNF204P	27.814	ZNF204P	388.6957
ZNF205	431.721	ZNF205	187.1696
ZNF207	2252.0643	ZNF207	2473.913
ZNF208	22.5989	ZNF208	89.5652
ZNF20	94.1373	ZNF20	194.1261
ZNF211	126.6536	ZNF211	296.4217
ZNF212	228.1617	ZNF212	356.087
ZNF213	1395.4802	ZNF213	441.3043
removed	removed	ZNF214	80
ZNF215	6.0843	ZNF215	19.5652
ZNF217	1672.3164	ZNF217	2290.4348
ZNF219	303.3464	ZNF219	716.9565
ZNF221	17.3837	ZNF221	24.7826
ZNF222	30.4216	ZNF222	50.8696
ZNF223	37.3751	ZNF223	106.5217
ZNF224	93.3116	ZNF224	284.2478
ZNF225	75.1847	ZNF225	102.1739
ZNF226	254.6719	ZNF226	413.0435
ZNF227	179.422	ZNF227	419.9217
ZNF229	11.734	ZNF229	169.1304
ZNF22	759.9392	ZNF22	963.7957
ZNF230	59.9739	ZNF230	113.913
ZNF232	86.9187	ZNF232	185.6522
ZNF233	23.4681	ZNF233	46.9565
ZNF234	143.8505	ZNF234	208.6957
ZNF235	74.8153	ZNF235	94.8609
ZNF236	185.1369	ZNF236	243.0435
ZNF238	1061.2777	ZNF238	1525.6522
ZNF239	543.2421	ZNF239	133.0435
ZNF23	110.3868	ZNF23	325.2174
ZNF248	209.0395	ZNF248	336.087
ZNF24	1807.475	ZNF24	2854.7826
ZNF250	538.8961	ZNF250	256.0957
ZNF251	754.4546	ZNF251	507.8261
ZNF252	1175.1412	ZNF252	642.1739
ZNF253	175.1412	ZNF253	247.8261
ZNF254	187.6271	ZNF254	379.887
ZNF256	59.5393	ZNF256	137.3913
removed	removed	ZNF257	48.6957
ZNF259	677.9661	ZNF259	558.6957
ZNF25	229.0309	ZNF25	516.5217
ZNF260	645.3716	ZNF260	529.1304
ZNF263	1098.8918	ZNF263	866.3522
ZNF264	752.2816	ZNF264	801.3043
ZNF266	220.339	ZNF266	622.6087
ZNF267	202.9552	ZNF267	312.1739
ZNF268	326.8144	ZNF268	533.913
ZNF26	179.0526	ZNF26	253.4783
ZNF271	559.322	ZNF271	710.4348
ZNF273	73.0117	ZNF273	185.2174
ZNF274	200.3477	ZNF274	493.0435
ZNF275	325.9452	ZNF275	634.7826
ZNF276	213.116	ZNF276	465.8739
ZNF277	413.2986	ZNF277	493.4783
ZNF280B	9.1265	ZNF280B	25.2174
ZNF280C	49.5437	ZNF280C	85.2174
ZNF280D	451.834	ZNF280D	1077.5565
ZNF281	484.1373	ZNF281	339.5652
ZNF282	644.937	ZNF282	508.6957
ZNF283	28.6832	ZNF283	66.5217
