gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
SHB	3312.249	SHB	150.9824
SHC1	3037.1486	SHC1	1565.667
SHC2	505.6894	SHC2	114.2709
SHC3	7.3628	removed	removed
SHC4	15.3949	SHC4	14.9948
SHCBP1	57.2289	SHCBP1	23.2678
removed	removed	SHD	10.3413
SHE	264.0562	SHE	390.8997
SHFM1	1194.1098	SHFM1	1349.5346
SHF	89.6921	SHF	77.5595
SHISA2	8090.3614	SHISA2	247.6732
removed	removed	SHISA3	5.6877
SHISA4	282.4632	SHISA4	6004.1365
SHISA5	2924.3641	SHISA5	707.8594
removed	removed	SHISA6	7.7559
SHISA9	395.917	SHISA9	8.7901
SHKBP1	1010.7095	SHKBP1	223.8883
SHMT1	237.4297	SHMT1	787.3785
SHMT2	701.8072	SHMT2	1047.0527
SHOC2	2421.3521	SHOC2	1607.5491
SHOX2	95.0469	SHOX2	26.3702
SHPK	322.6238	SHPK	130.2999
SHPRH	398.1292	SHPRH	439.757
SHQ1	259.7055	SHQ1	334.5398
SHROOM1	1569.6118	SHROOM1	35.6774
SHROOM2	747.992	SHROOM2	17.5801
SHROOM3	7309.5716	SHROOM3	21.1996
SHROOM4	379.5181	SHROOM4	450.879
SIAE	1923.7584	SIAE	1503.1024
SIAH1	691.409	SIAH1	645.4964
SIAH2	796.1847	SIAH2	364.5295
SIDT1	1586.6801	SIDT1	26.3702
SIDT2	2465.2075	SIDT2	870.9307
SIGIRR	434.4043	SIGIRR	119.4416
SIGLEC10	228.581	SIGLEC10	9.8242
SIGLEC11	13.0522	removed	removed
SIGLEC12	6.3588	removed	removed
SIGLEC14	80.656	SIGLEC14	8.273
SIGLEC15	33.8019	removed	removed
SIGLEC1	683.4003	SIGLEC1	132.8852
SIGLEC5	49.1968	removed	removed
SIGLEC6	10.3748	removed	removed
SIGLEC7	58.2329	removed	removed
SIGLEC8	162.6506	removed	removed
SIGLEC9	95.0469	removed	removed
SIGLECP3	22.423	removed	removed
SIGMAR1	1023.427	SIGMAR1	301.9648
SIK1	1491.2985	SIK1	1573.423
SIK2	769.411	SIK2	1448.8108
SIK3	1278.1124	SIK3	1571.8718
SIKE1	621.8206	SIKE1	731.1272
SIL1	1309.2369	SIL1	585.3154
SILV	14.3909	SILV	7.2389
SIM1	7.6975	SIM1	632.3681
SIM2	25.4351	SIM2	405.3775
SIN3A	2051.8742	SIN3A	1128.2316
SIN3B	940.0937	SIN3B	681.4891
SIP1	83.668	SIP1	203.2058
SIPA1L1	1104.7523	SIPA1L1	255.4292
SIPA1L2	5770.7497	SIPA1L2	909.514
SIPA1L3	2630.8568	SIPA1L3	248.1903
SIPA1	610.1071	SIPA1	266.8046
SIRPA	1325.3012	SIRPA	582.7301
SIRPB1	150.9371	SIRPB1	46.0186
SIRPB2	138.2195	SIRPB2	18.6143
SIRPG	16.0643	removed	removed
SIRT1	462.5167	SIRT1	1034.1262
SIRT2	646.5863	SIRT2	9806.1013
SIRT3	470.6124	SIRT3	1104.2968
SIRT4	7.6975	SIRT4	114.788
SIRT5	190.4284	SIRT5	1218.7177
SIRT6	175.0335	SIRT6	112.7198
SIRT7	155.9572	SIRT7	42.3992
SIT1	21.7537	removed	removed
SIVA1	468.8755	SIVA1	1680.9721
SIX1	2294.8461	SIX1	4444.1572
SIX2	54.2169	SIX2	344.8811
SIX4	927.7108	SIX4	2148.9142
SIX5	318.6078	SIX5	189.2451
SIX6	5.0201	SIX6	11.3754
SKA1	9.0361	SKA1	5.1706
SKA2	381.8608	SKA2	410.5481
SKA3	13.0589	SKA3	12.9266
SKAP1	351.071	SKAP1	5.6877
SKAP2	1113.1191	SKAP2	783.8676
SKIL	1249.3307	SKIL	1262.668
SKIV2L2	1221.7604	SKIV2L2	2542.151
SKIV2L	1181.7805	SKIV2L	614.3278
SKI	1922.0214	SKI	1226.9907
SKP1	8435.743	SKP1	8196.484
SKP2	72.6238	SKP2	104.4467
SLA2	37.4833	SLA2	7.7559
SLAIN1	7.3628	SLAIN1	119.4416
SLAIN2	1258.7015	SLAIN2	4051.7063
SLAMF1	16.7336	SLAMF1	5.1706
SLAMF6	48.8621	SLAMF6	8.273
SLAMF7	143.2396	SLAMF7	12.4095
SLAMF8	230.9605	SLAMF8	18.2006
SLA	507.0281	SLA	33.6091
SLBP	515.0602	SLBP	364.5295
SLC10A3	594.0428	SLC10A3	324.1986
removed	removed	SLC10A4	10.3413
SLC10A5	8.3668	SLC10A5	5.1706
SLC10A6	17.4029	SLC10A6	10.8583
SLC10A7	289.1566	SLC10A7	78.5936
SLC11A1	149.5984	SLC11A1	25.8532
SLC11A2	1291.4993	SLC11A2	875.3878
SLC12A1	15.3949	removed	removed
SLC12A2	2509.3708	SLC12A2	1226.9907
SLC12A4	751.9311	SLC12A4	1356.6701
SLC12A5	8.0321	removed	removed
SLC12A6	490.3648	SLC12A6	1163.6867
SLC12A7	1964.5248	SLC12A7	212.5129
SLC12A8	871.4859	removed	removed
SLC12A9	787.8179	SLC12A9	113.2368
SLC13A2	4016.3989	removed	removed
SLC13A3	94.3775	SLC13A3	7.2389
SLC13A4	21.0843	removed	removed
SLC14A1	300.5355	SLC14A1	129.2658
SLC14A2	5.0201	removed	removed
SLC15A2	20.7497	SLC15A2	16.029
SLC15A3	858.0991	SLC15A3	158.2213
SLC15A4	444.4444	SLC15A4	936.9183
SLC16A10	13.3869	SLC16A10	927.6112
SLC16A11	61.5797	removed	removed
SLC16A12	8.3668	SLC16A12	58.9452
SLC16A13	70.6158	SLC16A13	10.3413
SLC16A14	144.913	SLC16A14	93.0714
SLC16A1	575.9705	SLC16A1	4148.3971
SLC16A2	935.4083	SLC16A2	362.9783
SLC16A3	921.6867	SLC16A3	2105.4809
SLC16A4	100.4016	SLC16A4	82.213
SLC16A5	63.9224	SLC16A5	249.7415
SLC16A6	7910.6426	SLC16A6	16.546
SLC16A7	24.7657	SLC16A7	145.2947
SLC16A8	10.3748	removed	removed
SLC16A9	26.1044	SLC16A9	33.092
SLC17A5	592.3695	SLC17A5	226.4736
SLC17A7	6.3588	SLC17A7	167.5284
SLC17A9	68.9424	removed	removed
SLC18A2	43.1727	SLC18A2	5.6877
SLC19A1	249.3307	SLC19A1	20.1655
SLC19A2	659.3039	SLC19A2	2558.9452
removed	removed	SLC19A3	11.8925
SLC1A1	35.8099	SLC1A1	44.9845
SLC1A2	14503.6814	SLC1A2	63.5988
SLC1A3	454.4846	SLC1A3	600.8273
SLC1A4	2131.1914	SLC1A4	3190.7963
SLC1A5	3052.5435	SLC1A5	144.7777
SLC1A7	13.3869	SLC1A7	355.7394
SLC20A1	1488.6212	SLC20A1	379.5243
SLC20A2	1691.0977	SLC20A2	5417.2699
SLC22A15	178.3802	SLC22A15	11.3754
SLC22A17	234.2704	SLC22A17	65.667
SLC22A18AS	40.83	removed	removed
SLC22A18	577.6439	SLC22A18	23.2678
SLC22A23	1275.4351	SLC22A23	413.1334
SLC22A3	7.3628	SLC22A3	372.2854
SLC22A4	399.7122	SLC22A4	75.9411
SLC22A5	732.5971	SLC22A5	322.6474
SLC23A1	224.2303	removed	removed
SLC23A2	744.6452	SLC23A2	262.151
SLC23A3	6.0776	removed	removed
SLC24A1	310.676	SLC24A1	80.1448
SLC24A2	116.8005	removed	removed
SLC24A3	721.5529	SLC24A3	1710.9617
removed	removed	SLC24A4	6.7218
SLC24A6	425.0335	SLC24A6	322.6474
SLC25A10	535.4752	SLC25A10	86.8666
SLC25A11	747.992	SLC25A11	5872.2854
SLC25A12	1217.5368	SLC25A12	9538.2627
SLC25A13	530.7898	SLC25A13	142.7094
SLC25A14	150.6024	SLC25A14	56.3599
SLC25A15	271.8039	SLC25A15	295.2068
SLC25A16	270.415	SLC25A16	269.9069
SLC25A17	474.2303	SLC25A17	134.9535
SLC25A18	32.7979	SLC25A18	32.0579
SLC25A19	142.905	SLC25A19	236.8149
SLC25A1	785.4752	SLC25A1	125.6463
SLC25A20	344.3775	SLC25A20	1618.9245
SLC25A21	7.1519	SLC25A21	12.9576
SLC25A22	314.5917	SLC25A22	25.3361
SLC25A23	1387.8849	SLC25A23	3657.1872
SLC25A24	1355.7564	SLC25A24	632.8852
SLC25A25	680.3882	SLC25A25	2120.4757
SLC25A26	249.2537	SLC25A26	698.6815
SLC25A27	101.4056	SLC25A27	122.0269
SLC25A28	584.0027	SLC25A28	557.394
SLC25A29	439.0897	SLC25A29	138.0558
SLC25A30	571.2851	SLC25A30	3208.3764
SLC25A32	1086.8574	SLC25A32	403.7694
SLC25A33	175.7028	SLC25A33	220.2689
SLC25A34	18.0723	SLC25A34	3132.3681
SLC25A35	356.67	SLC25A35	37.5078
SLC25A36	1527.4431	SLC25A36	1202.1717
SLC25A37	338.6881	SLC25A37	1054.8087
SLC25A38	613.4538	SLC25A38	1134.4364
SLC25A39	1627.1754	SLC25A39	818.5109
SLC25A3	4492.9719	SLC25A3	24309.7208
SLC25A40	300.7965	SLC25A40	167.456
SLC25A42	172.3561	SLC25A42	1751.2927
SLC25A43	831.3253	SLC25A43	125.6463
SLC25A44	1445.1138	SLC25A44	942.0889
SLC25A45	201.4726	SLC25A45	184.0745
SLC25A46	616.8005	SLC25A46	2164.4261
SLC25A4	601.4056	SLC25A4	48810.2378
SLC25A5	4505.3548	SLC25A5	961.2203
SLC25A6	7303.8822	SLC25A6	2023.7849
SLC26A10	44.9029	SLC26A10	6.4891
SLC26A11	323.9625	SLC26A11	124.0951
SLC26A1	45.8936	SLC26A1	11.8925
SLC26A2	508.0321	SLC26A2	467.425
SLC26A3	42.5033	removed	removed
SLC26A4	13.7216	SLC26A4	11.3754
SLC26A6	119.5482	SLC26A6	273.5264
removed	removed	SLC26A9	31.5408
SLC27A1	653.6145	SLC27A1	1158.7384
SLC27A2	171.0174	removed	removed
SLC27A3	393.5743	SLC27A3	147.88
SLC27A4	1301.8742	SLC27A4	310.2378
SLC27A5	76.8373	SLC27A5	36.8097
SLC27A6	6.0241	SLC27A6	40.3309
removed	removed	SLC28A1	72.9059
SLC29A1	3661.3119	SLC29A1	3092.0372
SLC29A2	179.9431	SLC29A2	2225.2689
SLC29A3	273.7617	SLC29A3	39.2968
SLC29A4	63.9224	SLC29A4	22.2337
SLC2A10	1437.4163	SLC2A10	168.0455
SLC2A11	248.996	SLC2A11	134.9535
SLC2A12	63.9224	SLC2A12	517.5801
SLC2A13	369.4779	SLC2A13	87.9007
SLC2A14	18.7416	SLC2A14	52.7404
SLC2A1	1303.8822	SLC2A1	21.7166
SLC2A3	759.3708	SLC2A3	2074.9741
SLC2A4RG	648.5944	SLC2A4RG	2329.3692
SLC2A4	36.8139	SLC2A4	10459.152
SLC2A5	189.759	SLC2A5	2660.8066
SLC2A6	125.502	SLC2A6	29.4726
SLC2A8	275.4351	SLC2A8	478.8004
SLC2A9	74.2972	SLC2A9	20.1655
SLC30A1	512.7175	SLC30A1	119.9586
SLC30A2	8.3668	SLC30A2	28.4385
SLC30A4	138.5542	SLC30A4	105.4809
SLC30A5	1174.0295	SLC30A5	459.6691
SLC30A6	309.9063	SLC30A6	334.5398
SLC30A7	957.8313	SLC30A7	222.3371
SLC30A8	9.7055	removed	removed
SLC30A9	1541.834	SLC30A9	2296.2771
SLC31A1	1869.8126	SLC31A1	350.5688
SLC31A2	5072.6238	SLC31A2	398.6556
SLC33A1	1132.5301	SLC33A1	249.7415
SLC34A2	16.0643	removed	removed
SLC34A3	10.3748	removed	removed
SLC35A1	753.5676	SLC35A1	310.7549
SLC35A2	1032.4632	SLC35A2	184.0745
SLC35A3	760.0402	SLC35A3	157.1872
SLC35A4	2817.2691	SLC35A4	3719.2347
SLC35A5	800.2008	SLC35A5	388.8314
SLC35B1	766.3989	SLC35B1	1229.576
SLC35B2	1384.5382	SLC35B2	724.9224
SLC35B3	622.49	SLC35B3	175.8014
SLC35B4	534.1365	SLC35B4	292.1406
SLC35C1	711.5127	SLC35C1	329.3692
SLC35C2	1151.9411	SLC35C2	379.5243
SLC35D1	681.7269	SLC35D1	614.2709
SLC35D2	513.7216	SLC35D2	77.5595
SLC35E1	2627.1586	SLC35E1	1823.6815
SLC35E2	1816.5161	SLC35E2	1380.6412
SLC35E2	46.2684	SLC35E2	87.3009
SLC35E3	174.0295	SLC35E3	332.4716
SLC35E4	83.0422	SLC35E4	346.9493
SLC35F1	14.7256	SLC35F1	7.7559
SLC35F2	97.3896	SLC35F2	64.1158
removed	removed	SLC35F3	5.6877
SLC35F5	1235.9438	SLC35F5	1133.9193
SLC36A1	435.4083	SLC36A1	320.5791
removed	removed	SLC36A2	1839.7104
SLC36A4	141.2316	SLC36A4	42.3992
SLC37A1	1015.0602	SLC37A1	195.9669
SLC37A2	574.2972	SLC37A2	28.4385
SLC37A3	825.6359	SLC37A3	270.424
SLC37A4	726.573	SLC37A4	1761.6339
SLC38A10	1902.2758	SLC38A10	472.0786
SLC38A11	33.8019	removed	removed
SLC38A1	8904.6185	SLC38A1	563.5988
SLC38A2	5952.8112	SLC38A2	12643.2265
SLC38A3	7.0281	SLC38A3	810.7549
SLC38A4	47.5234	SLC38A4	753.3609
SLC38A5	107.4297	SLC38A5	9.3071
SLC38A6	236.6131	SLC38A6	42.3992
SLC38A7	300.5355	SLC38A7	271.4581
SLC38A9	137.5502	SLC38A9	167.0114
SLC39A10	792.838	SLC39A10	260.5998
SLC39A11	960.8434	SLC39A11	121.5098
SLC39A13	901.6064	SLC39A13	621.5098
SLC39A14	2167.0013	SLC39A14	669.5967
SLC39A1	4121.4859	SLC39A1	1326.2668
SLC39A2	34.8059	removed	removed
SLC39A3	431.0576	SLC39A3	291.1065
SLC39A4	41.4993	SLC39A4	70.3206
SLC39A6	12122.1553	SLC39A6	708.8935
SLC39A7	3287.8179	SLC39A7	963.8056
SLC39A8	629.1834	SLC39A8	72.9059
SLC39A9	2863.4538	SLC39A9	736.2978
removed	removed	SLC3A1	5.6877
SLC3A2	4276.7738	SLC3A2	1037.7456
SLC40A1	38725.9036	SLC40A1	5449.8449
SLC41A1	433.4003	SLC41A1	3820.5791
SLC41A2	407.9652	SLC41A2	61.5305
SLC41A3	932.0616	SLC41A3	1641.6753
SLC43A1	175.0335	SLC43A1	485.5222
SLC43A2	751.6734	SLC43A2	438.9866
SLC43A3	908.9692	SLC43A3	431.7477
SLC44A1	3096.3855	SLC44A1	778.1799
SLC44A2	6076.6399	SLC44A2	4821.6132
SLC44A3	81.9946	SLC44A3	6.7218
SLC44A4	3198.4605	removed	removed
SLC44A5	674.3641	SLC44A5	385.7291
SLC45A1	106.091	SLC45A1	23.2678
SLC45A2	9.3708	removed	removed
SLC45A3	91.3655	SLC45A3	125.1293
SLC45A4	260.0402	SLC45A4	137.5388
SLC46A1	3487.5502	SLC46A1	262.3113
SLC46A2	35.8099	removed	removed
SLC46A3	1607.4297	SLC46A3	340.7446
SLC47A1	32.1285	SLC47A1	843.8469
removed	removed	SLC47A2	111.6856
SLC48A1	633.1995	SLC48A1	844.8811
SLC4A11	12.3829	SLC4A11	13.4436
SLC4A1AP	548.5274	SLC4A1AP	1084.6329
removed	removed	SLC4A1	6.2048
SLC4A2	1413.2631	SLC4A2	705.7653
SLC4A3	314.257	SLC4A3	7.7559
SLC4A4	16.7336	SLC4A4	186.1427
SLC4A5	165.2845	SLC4A5	80.9669
SLC4A7	1079.3173	SLC4A7	521.7166
SLC4A8	1831.3253	SLC4A8	7.7559
SLC5A10	35.8568	removed	removed
SLC5A1	687.4163	SLC5A1	14.4778
SLC5A3	649.8327	SLC5A3	298.6711
SLC5A4	12.7175	removed	removed
SLC5A6	469.9967	SLC5A6	244.6174
SLC5A8	4188.755	removed	removed
SLC5A9	8.3668	removed	removed
SLC6A10P	14.3909	SLC6A10P	37.2285
SLC6A12	86.0107	removed	removed
SLC6A14	5.6894	removed	removed
SLC6A17	12.0482	removed	removed
SLC6A1	68.2731	SLC6A1	54.8087
SLC6A20	37.1486	removed	removed
SLC6A6	3038.822	SLC6A6	1172.6991
SLC6A8	2454.1499	SLC6A8	3796.2771
SLC6A9	274.3641	SLC6A9	27.4043
SLC7A11	152.9451	SLC7A11	9.8242
SLC7A1	657.9652	SLC7A1	264.2192
SLC7A2	14836.3454	SLC7A2	11453.4643
SLC7A5	852.075	SLC7A5	415.7187
SLC7A6OS	103.9558	SLC7A6OS	225.2947
SLC7A6	740.7564	SLC7A6	1271.0858
SLC7A7	492.3025	SLC7A7	110.1344
SLC7A8	7154.2838	SLC7A8	405.3775
SLC8A1	368.4739	SLC8A1	135.4705
SLC8A2	112.1151	removed	removed
SLC8A3	7.3628	SLC8A3	1005.6877
SLC9A1	2444.4444	SLC9A1	623.5781
removed	removed	SLC9A2	495.3464
SLC9A3R1	3242.6372	SLC9A3R1	67.2182
SLC9A3R2	2207.4967	SLC9A3R2	1062.0476
SLC9A5	19.7456	SLC9A5	29.4726
SLC9A6	279.7858	SLC9A6	726.4736
SLC9A7	121.8206	SLC9A7	153.0507
SLC9A8	1540.83	SLC9A8	716.6494
SLC9A9	184.4043	SLC9A9	135.9876
SLCO1C1	7.6975	removed	removed
SLCO2A1	1459.5047	SLCO2A1	147.363
SLCO2B1	2212.8514	SLCO2B1	437.4354
SLCO3A1	911.3119	SLCO3A1	277.6629
SLCO4A1	19.0027	SLCO4A1	29.9897
removed	removed	SLCO4C1	12.4095
removed	removed	SLCO5A1	930.7135
removed	removed	SLED1	10.8583
SLFN11	742.3025	SLFN11	607.5491
SLFN12L	14.3909	removed	removed
SLFN12	96.7202	SLFN12	39.8139
SLFN13	110.1071	SLFN13	31.0238
SLFN5	984.9398	SLFN5	1146.8459
SLIT1	26.1044	SLIT1	7.2389
SLIT2	643.2396	SLIT2	425.5429
SLIT3	1721.2182	SLIT3	487.0734
SLITRK3	14.7256	removed	removed
SLITRK4	44.8461	SLITRK4	184.0745
SLITRK5	7.6975	removed	removed
SLITRK6	4526.4391	SLITRK6	8.273
SLK	2808.2329	SLK	2679.938
SLMAP	1398.2597	SLMAP	5106.515
SLMO1	73.6278	SLMO1	8.273
SLMO2	1786.1446	SLMO2	791.1065
removed	removed	SLN	59752.8438
SLPI	261.7135	SLPI	109.1003
SLTM	2732.5971	SLTM	1801.4478
SLU7	1426.7068	SLU7	1757.4974
SMAD1	1015.7296	SMAD1	894.5191
SMAD2	1645.5823	SMAD2	1476.7322
SMAD3	2528.1124	SMAD3	4672.182
SMAD4	926.6499	SMAD4	2975.455
removed	removed	SMAD5OS	5.1706
SMAD5	1995.3146	SMAD5	1769.9069
SMAD6	70.2811	SMAD6	33.092
SMAD7	644.2436	SMAD7	602.8956
SMAD9	25.7697	SMAD9	84.7983
SMAGP	69.6118	SMAGP	65.667
SMAP1	830.8166	SMAP1	1162.0941
SMAP2	1687.751	SMAP2	345.9152
SMARCA1	1221.2182	SMARCA1	1815.4085
SMARCA2	3849.0629	SMARCA2	6159.2554
SMARCA4	2460.8434	SMARCA4	1415.7187
SMARCA5	1924.3072	SMARCA5	1961.7528
SMARCAD1	605.7564	SMARCAD1	558.4281
SMARCAL1	583.668	SMARCAL1	476.2151
SMARCB1	1114.7925	SMARCB1	582.213
SMARCC1	1971.8876	SMARCC1	1479.8345
SMARCC2	2329.6519	SMARCC2	2343.3299
SMARCD1	861.7805	SMARCD1	622.544
SMARCD2	3693.7751	SMARCD2	609.1003
SMARCD3	2177.0415	SMARCD3	2418.8211
SMARCE1	1754.6854	SMARCE1	1846.9493
SMC1A	2096.3855	SMC1A	2657.1872
SMC2	447.1218	SMC2	376.4219
SMC3	1836.6801	SMC3	1341.7787
SMC4	2006.6934	SMC4	657.7042
SMC5	1168.0054	SMC5	1150.4654
SMC6	524.7657	SMC6	685.6256
SMCHD1	955.1539	SMCHD1	1481.3857
SMCR7L	1132.8648	SMCR7L	823.6815
SMCR7	430.7229	SMCR7	993.7952
SMCR8	2375.6894	SMCR8	1040.4395
SMEK1	1710.5087	SMEK1	1244.0538
removed	removed	SMEK2	980.8687
SMG1	3609.7724	SMG1	6256.9804
SMG5	2202.1419	SMG5	2882.6267
SMG6	1186.4123	SMG6	1084.2813
SMG7	2587.0147	SMG7	1989.6587
removed	removed	SMN1	5.6205
SMN2	1532.5067	SMN2	1570.3878
SMNDC1	686.4123	SMNDC1	841.2616
removed	removed	SMOC1	307.6525
SMOC2	3168.34	SMOC2	4565.1499
SMOX	99.0629	SMOX	70.3206
SMO	316.5997	SMO	190.2792
SMPD1	755.6894	SMPD1	1167.0114
SMPD2	271.0843	SMPD2	26.3702
SMPD3	282.1285	SMPD3	17.5801
SMPD4	1487.9518	SMPD4	919.3382
SMPDL3A	154.2838	SMPDL3A	507.2389
SMPDL3B	91.7001	removed	removed
removed	removed	SMPX	12139.09
SMS	4139.5582	SMS	991.727
SMTNL1	21.0843	SMTNL1	10206.3082
removed	removed	SMTNL2	3374.8707
SMTN	690.0937	SMTN	1770.9411
SMU1	1517.0683	SMU1	1825.2327
SMUG1	289.4913	SMUG1	435.8842
SMURF1	914.9531	SMURF1	580.6153
SMURF2	392.2356	SMURF2	289.5553
removed	removed	SMYD1	26481.9028
SMYD2	789.826	SMYD2	1618.9245
SMYD3	133.8688	SMYD3	151.4995
SMYD4	285.4752	SMYD4	538.7797
SMYD5	543.1727	SMYD5	529.4726
SNAI1	108.7684	SNAI1	109.6174
SNAI2	585.3414	SNAI2	115.3051
SNAI3	17.7376	SNAI3	248.1903
SNAP23	1565.261	SNAP23	915.7187
SNAP25	11.0442	removed	removed
SNAP29	1824.9665	SNAP29	1320.5791
SNAP47	917.1252	SNAP47	782.1923
SNAPC1	184.0696	SNAPC1	268.8728
SNAPC2	548.1928	SNAPC2	149.4312
SNAPC3	634.5382	SNAPC3	889.8656
removed	removed	SNAPC4	141.6753
SNAPC5	170.3246	SNAPC5	159.6639
SNAPIN	797.8581	SNAPIN	1406.4116
SNCAIP	74.6319	SNCAIP	86.3495
SNCA	68.2731	SNCA	14.9948
removed	removed	SNCB	17.0631
SNCG	1464.5248	SNCG	59.9793
SND1	6051.2048	SND1	1641.1582
SNED1	548.8621	SNED1	547.0527
SNF8	475.5689	SNF8	655.636
SNHG10	41.834	SNHG10	46.5357
SNHG11	223.3902	SNHG11	69.8035
SNHG12	274.3574	SNHG12	40.3309
SNHG1	322.3862	SNHG1	125.1293
SNHG3-RCC1	80.8568	SNHG3-RCC1	162.0631
SNHG3	13.7216	SNHG3	20.1655
SNHG4	13.6111	SNHG4	6.272
SNHG5	927.7108	SNHG5	3608.5832
SNHG6	947.1218	SNHG6	1274.5605
SNHG7	346.2216	SNHG7	160.4447
SNHG8	196.7871	SNHG8	269.3899
SNHG9	44.8461	SNHG9	30.5067
SNIP1	324.2972	SNIP1	283.8676
SNN	1025.7697	SNN	1368.1489
SNORA39	7.8681	removed	removed
SNORA48	5.3548	removed	removed
SNORA53	5.6894	removed	removed
SNORA57	7.6975	removed	removed
SNORA63	7.0281	removed	removed
SNORA74B	7.0281	removed	removed
SNORA7B	6.5964	removed	removed
SNORA8	154.9465	SNORA8	151.122
SNORD10	7.3628	removed	removed
SNORD116-20	7.3628	SNORD116-20	50.1551
SNORD116-28	41.6399	SNORD116-28	47.3216
SNORD116-4	25.087	SNORD116-4	379.9431
SNORD15B	8.7015	removed	removed
SNORD17	16.0643	removed	removed
SNORD97	5.6894	removed	removed
SNPH	2724.8996	SNPH	220.7859
SNRK	1452.8112	SNRK	1245.605
SNRNP200	5629.5181	SNRNP200	6924.5088
SNRNP25	529.4511	SNRNP25	1517.0631
SNRNP27	485.6091	SNRNP27	1351.0858
SNRNP35	235.7731	SNRNP35	661.5822
SNRNP40	502.6774	SNRNP40	477.2492
SNRNP48	232.5971	SNRNP48	557.394
SNRNP70	1718.8755	SNRNP70	1086.8666
SNRPA1	214.8594	SNRPA1	229.0589
SNRPA	741.2985	SNRPA	610.6515
SNRPB2	662.6506	SNRPB2	773.0093
SNRPB	1792.838	SNRPB	1011.3754
SNRPC	632.8648	SNRPC	1282.8335
SNRPD1	527.4431	SNRPD1	553.2575
SNRPD2	1366.1312	SNRPD2	1519.1313
SNRPD3	1166.8842	SNRPD3	1837.1923
SNRPE	727.2423	SNRPE	468.4592
SNRPF	358.4337	SNRPF	377.456
SNRPG	419.344	SNRPG	602.8956
SNRPN	1814.4143	SNRPN	3613.8987
SNTA1	246.3186	SNTA1	8218.7177
SNTB1	354.7523	SNTB1	1583.7642
SNTB2	943.4404	SNTB2	988.1075
SNUPN	441.0977	SNUPN	611.6856
SNURF	97.6171	SNURF	100.4033
SNW1	1374.8327	SNW1	1436.9183
SNX10	499.6653	SNX10	30.5067
SNX11	600.0669	SNX11	362.4612
SNX12	434.739	SNX12	244.0538
SNX13	1624.8327	SNX13	2219.2347
SNX14	1149.2637	SNX14	553.2575
SNX15	374.498	SNX15	490.1758
SNX16	250.6693	SNX16	232.1613
SNX17	1748.3266	SNX17	1634.4364
SNX18	1437.0817	SNX18	685.1086
SNX19	2470.2142	SNX19	2373.8366
SNX1	2699.7992	SNX1	1281.2823
SNX20	54.1801	SNX20	90.4188
SNX21	576.2851	SNX21	1302.1923
SNX22	187.0783	SNX22	16.4891
SNX24	329.3173	SNX24	244.0538
SNX25	438.4203	SNX25	276.1117
SNX27	2301.0877	SNX27	1702.2544
SNX29	966.8675	SNX29	624.6122
SNX2	2079.9866	SNX2	1344.364
SNX30	1665.9973	SNX30	226.4736
SNX33	931.3922	SNX33	283.8676
SNX3	2574.6319	SNX3	5257.4974
SNX4	1084.0027	SNX4	906.4116
SNX5	1421.3521	SNX5	2146.8459
SNX6	1284.4712	SNX6	1332.9886
removed	removed	SNX7	204.757
SNX8	384.2035	SNX8	211.9959
SNX9	2997.3226	SNX9	1657.7042
SOAT1	804.8862	SOAT1	187.6939
SOBP	93.7082	SOBP	811.789
SOCS1	24.4311	SOCS1	11.8925
SOCS2	244.9799	SOCS2	202.1717
SOCS3	2232.2624	SOCS3	12218.2006
SOCS4	801.2048	SOCS4	403.3092
SOCS5	920.0134	SOCS5	1001.5512
SOCS6	983.6011	SOCS6	1836.091
SOCS7	62.9183	SOCS7	199.0693
SOD1	2204.1499	SOD1	4906.9286
SOD2	2473.8956	SOD2	14428.1282
SOD3	152.2758	SOD3	225.9566
removed	removed	SOHLH2	30.5067
SOLH	752.6774	SOLH	247.1562
SON	8053.5475	SON	7567.2182
SORBS1	871.4859	SORBS1	13189.7622
SORBS2	641.5663	SORBS2	352.637
SORBS3	2170.3481	SORBS3	1700.1034
removed	removed	SORCS1	10.8583
SORCS2	597.0549	SORCS2	119.9586
SORD	1963.1861	SORD	176.8356
SORL1	2955.4886	SORL1	124.6122
SORT1	3963.8554	SORT1	5290.0724
SOS1	1309.9063	SOS1	2130.817
SOS2	1822.6238	SOS2	5033.092
SOSTDC1	5.0201	removed	removed
SOX10	10.0402	removed	removed
SOX11	31.4592	SOX11	5.1706
SOX12	496.3186	SOX12	66.1841
SOX13	1562.249	SOX13	265.7704
SOX15	9.3708	SOX15	21.1996
SOX17	57.8983	SOX17	386.2461
SOX18	159.9732	SOX18	208.3764
SOX2	236.6131	removed	removed
SOX4	3177.0415	SOX4	461.7373
SOX5	26.7738	SOX5	22.7508
SOX6	5.3548	SOX6	1823.6815
SOX7	238.2865	SOX7	671.8976
SOX8	18.0723	SOX8	16.029
SOX9	1326.3052	SOX9	195.9669
SP100	2330.9906	SP100	720.7859
SP110	1103.4137	SP110	208.3764
SP140L	609.7724	SP140L	123.5781
SP140	57.8983	SP140	7.7559
SP1	2677.0415	SP1	2862.9783
SP2	689.4244	SP2	872.8025
SP3	2411.6466	SP3	1583.7642
SP4	371.1513	SP4	657.7042
SP6	206.8273	removed	removed
SPA17	238.2865	SPA17	13.4436
